time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,0.0,0.0001,308.72,0,0.6,0,1.0271,14.66,0.001,58443,61979.0,6.5412,297.55,294.17,0.086635,5.0,,22,,0.15546,0.2021,,,0.03295,0,,0,0,2,88,88,0,88.0,0.0
0.4,30,100,8,0.0,0.0,0.0001,89.884,0,0.6,0,1.0713,14.639,0.00099954,58441,61981.0,6.5199,297.85,374.62,0.098183,5.0,,22,,-0.010278,0.20518,,,0.037343,0,,0,0,2,88,88,0,88.0,0.0
0.6,30,100,8,0.0,0.0,0.0001,0.0001,0,0.6,0,1.1133,14.608,0.00099908,58438,61983.0,6.4994,297.83,370.43,0.1022,5.0,,22,,-0.039394,0.20571,,,0.038871,0,,0,0,2,88,88,0,88.0,0.0
0.8,30,100,8,0.0,0.74759,0.0001,112.65,0,0.6,0,1.1534,14.587,0.0009986,58435,61985.0,6.4808,298.21,472.74,0.10473,5.0,,22,,-0.039757,0.20572,,,0.039832,0,,0,0,2,88,88,0,88.0,0.0
1.0,30,100,8,0.0,8.9373,125.2,11.265,0,0.6,0,1.1908,14.546,0.0009981,58434,61988.0,6.4744,298.07,434.93,0.10703,5.0,1435.7,22,1674.6,-0.024738,0.20543,0.001,0.49976,0.04071,0,4.0815,0,0,2,88,88,0,88.0,0.0
1.2,30,100,8,0.0,19.655,81.874,1.1265,0,0.6,0,1.2262,14.513,0.00099756,58436,61994.0,6.4817,297.96,403.24,0.1094,5.0,,22,,-0.009806,0.20515,,,0.041609,0,,0,0,2,88,88,0,88.0,0.0
1.4,30,100,8,0.0,27.465,45.043,0.11265,0,0.6,0,1.2596,14.496,0.000997,58438,62001.0,6.497,297.89,385.17,0.11187,5.0,,22,,-0.0017755,0.20499,,,0.042549,0,,0,0,2,88,88,0,88.0,0.0
1.6,30,100,8,0.0,29.156,13.513,57.915,0,0.6,0,1.291,14.47,0.00099643,58441,62009.0,6.5127,298.07,434.28,0.11446,5.0,,22,,0.0081086,0.2048,,,0.043534,0,,0,0,2,88,88,0,88.0,0.0
1.8,30,100,8,0.0,24.58,72.873,5.7915,0,0.6,0,1.32,14.442,0.00099588,58444,62015.0,6.5206,297.99,412.46,0.11717,5.0,,22,,0.018514,0.2046,,,0.044567,0,,0,0,2,88,88,0,88.0,0.0
2.0,30,100,8,0.0,16.869,46.199,0.57915,0,0.6,0,1.3469,14.417,0.00099536,58444,62021.0,6.5183,297.93,395.93,0.12001,5.0,,22,,0.027765,0.20443,,,0.045648,0,,0,0,2,88,88,0,88.0,0.0
2.2,30,100,8,0.0,10.096,13.86,58.532,0,0.6,0,1.3711,14.389,0.00099485,58444,62024.0,6.5069,298.12,447.79,0.12298,5.0,,22,,0.037864,0.20423,,,0.046778,0,,0,0,2,88,88,0,88.0,21906.0
2.4,30,100,8,0.0,7.8952,78.202,5.8532,0,0.6,0,1.3926,14.353,0.00099436,58442,62028.0,6.4925,298.03,422.56,0.12609,5.0,,22,,0.051368,0.20397,,,0.047959,0,,0,0,2,88,88,0,88.0,21735.0
2.6,30,100,8,0.0,11.406,48.963,0.58532,0,0.6,0,1.4116,14.314,0.00099385,58442,62032.0,6.4827,297.97,407.0,0.12934,5.0,,22,,0.067225,0.20367,,,0.049195,0,,0,0,2,88,88,0,88.0,21231.0
2.8,30,100,8,0.0,18.844,30.757,0.058532,0,0.6,0,1.4275,14.274,0.00099332,58443,62037.0,6.4812,297.94,399.89,0.13274,5.0,,22,,0.083259,0.20336,,,0.050489,0,,0,0,2,88,88,0,88.0,21393.0
3.0,30,100,8,0.0,26.873,9.2272,35.457,0,0.6,0,1.4409,14.243,0.00099276,58446,62044.0,6.4873,298.08,436.26,0.13629,5.0,,22,,0.095642,0.20312,,,0.051841,0,,0,0,2,88,88,0,88.0,21388.0
3.2,30,100,15,0.0,32.452,53.985,3.5457,0,0.6,0,1.4657,14.195,0.00099216,58451,62054.0,6.4984,298.04,425.62,0.13999,5.0,,22,,0.11427,0.20277,,,0.05325,0,,0,0,2,88,88,0,88.0,21384.0
3.4,30,100,15,0.0,33.581,42.286,0.35457,0,0.6,0,1.487,14.158,0.00099155,58456,62065.0,6.5086,298.01,418.6,0.14385,5.0,,22,,0.12871,0.20249,,,0.054719,0,,0,0,2,88,88,0,88.0,22213.0
3.6,30,100,15,0.0,30.646,35.06,0.035457,0,0.6,0,1.5044,14.1,0.00099096,58461,62075.0,6.5154,298.0,415.47,0.14788,5.0,,22,,0.15104,0.20206,,,0.056253,0,,0,0,2,88,88,0,88.0,22208.0
3.8,30,100,15,0.0,25.007,31.745,0.0035457,0,0.6,0,1.5191,14.049,0.00099039,58465,62083.0,6.5157,298.0,414.22,0.15209,5.0,,22,,0.17227,0.20166,,,0.057854,0,,0,0,2,88,88,0,88.0,21537.0
4.0,30,100,15,0.0,19.264,30.298,0.00035457,0,0.6,0,1.5303,13.994,0.00098983,58467,62091.0,6.5091,298.0,415.14,0.15648,5.0,,22,,0.1943,0.20123,,,0.059523,0,,0,0,2,88,88,0,88.0,21365.0
4.2,30,100,15,0.0,16.171,31.404,0.0001,0,0.6,0,1.5654,13.926,0.00098929,58469,62099.0,6.4978,298.0,416.25,0.16105,5.0,,30,,0.21545,0.20083,,,0.061263,0,,0,0,2,88,88,0,88.0,21694.0
4.4,30,100,15,0.0,17.604,32.82,0.0001,0,0.6,0,1.5967,13.87,0.00098874,58471,62108.0,6.4868,298.01,418.15,0.16581,5.0,,30,,0.23678,0.20042,,,0.063076,0,,0,0,2,88,88,0,88.0,21523.0
4.6,30,100,15,0.0,23.414,35.407,0.0001,0,0.6,0,1.624,13.815,0.00098817,58475,62117.0,6.4819,298.02,421.16,0.17078,5.0,,30,,0.25737,0.20002,,,0.064965,0,,0,0,2,88,88,0,88.0,20685.0
4.8,30,100,15,0.0,31.151,39.647,0.0001,0,0.6,0,1.6473,13.766,0.00098758,58480,62129.0,6.484,298.03,424.02,0.17594,5.0,,30,,0.27494,0.19968,,,0.066928,0,,0,0,2,88,88,0,88.0,22013.0
5.0,30,100,15,0.0,38.067,44.093,0.0001,0,0.6,0,1.6659,13.715,0.00098696,58486,62141.0,6.4872,298.04,426.21,0.18131,5.0,,30,,0.29163,0.19935,,,0.068973,0,,0,0,2,88,88,0,88.0,20842.0
5.2,30,100,15,0.0,43.688,48.077,0.0001,0,0.6,0,1.6798,13.649,0.00098634,58492,62154.0,6.4924,298.05,427.83,0.1869,0.0,,30,,0.31439,0.19891,,,0.071102,0,,0,0,2,88,88,0,88.0,21004.0
5.4,30,100,15,0.0,47.253,51.662,0.0001,0,0.6,0,1.69,13.588,0.0009857,58500,62168.0,6.4988,298.06,430.66,0.19271,0.0,,30,,0.33641,0.19848,,,0.073314,0,,0,0,2,88,88,0,88.0,21499.0
5.6,30,100,15,0.0,48.239,57.022,0.0001,0,0.6,0,1.695,13.53,0.00098507,58507,62181.0,6.5053,298.07,432.73,0.19875,0.0,,30,,0.35594,0.1981,,,0.075611,0,,0,0,2,88,88,0,88.0,21327.0
5.8,30,100,15,0.0,46.653,61.79,0.0001,0,0.6,0,1.6941,13.452,0.00098444,58514,62195.0,6.5097,298.08,435.68,0.20503,0.0,,30,,0.38219,0.19759,,,0.078002,0,,0,0,2,88,88,0,88.0,20656.0
6.0,30,100,15,0.0,43.287,67.972,0.0001,0,0.6,0,1.6871,13.367,0.00098383,58520,62207.0,6.5096,298.08,437.48,0.21158,0.0,,30,,0.41243,0.197,,,0.080495,0,,0,0,2,88,88,0,88.0,21651.0
6.2,30,100,15,0.0,39.98,73.077,0.0001,0,0.6,0,1.6744,13.292,0.00098322,58526,62219.0,6.5024,298.09,438.38,0.2184,0.0,,30,,0.439,0.19649,,,0.083091,0,,0,0,2,88,88,0,88.0,21813.0
6.4,30,100,15,0.0,39.564,77.319,0.0001,0,0.6,0,1.6568,13.213,0.00098262,58531,62231.0,6.4959,298.09,438.7,0.22549,0.0,,30,,0.46631,0.19595,,,0.085791,0,,0,0,2,88,88,0,88.0,21308.0
6.6,30,100,15,0.0,41.722,80.966,0.0001,0,0.6,0,1.6324,13.122,0.000982,58537,62244.0,6.4926,298.09,440.1,0.23288,0.0,,30,,0.49657,0.19536,,,0.088605,0,,0,0,2,88,88,0,88.0,20970.0
6.8,30,100,15,0.0,45.208,86.044,0.0001,0,0.6,0,1.6019,13.045,0.00098138,58544,62257.0,6.4904,298.1,442.4,0.24058,0.0,,30,,0.52242,0.19485,,,0.091537,0,,0,0,2,88,88,0,88.0,21131.0
7.0,30,100,15,0.0,49.571,92.45,0.0001,0,0.6,0,1.5645,12.959,0.00098074,58552,62271.0,6.4906,298.11,445.81,0.2486,0.0,,30,,0.54947,0.19432,,,0.094587,0,,0,0,2,88,88,0,88.0,21793.0
7.2,30,100,15,0.0,53.833,100.57,0.0001,0,0.6,0,1.5208,12.876,0.00098009,58560,62285.0,6.4934,298.12,447.93,0.25691,0.0,,30,,0.57631,0.19379,,,0.097752,0,,0,0,2,88,88,0,88.0,22288.0
7.4,30,100,15,0.0,56.975,107.47,0.0001,0,0.6,0,1.4698,12.771,0.00097943,58569,62301.0,6.4972,298.14,452.11,0.26555,0.0,,30,,0.6101,0.19313,,,0.10104,0,,0,0,2,88,88,0,88.0,21783.0
7.6,30,100,15,0.0,58.61,117.35,0.0001,0,0.6,0,1.4122,12.687,0.00097876,58578,62316.0,6.4991,298.14,454.04,0.27452,0.0,,30,,0.63591,0.19262,,,0.10446,0,,0,0,2,88,88,0,88.0,21778.0
7.8,30,100,15,0.0,59.507,124.87,0.0001,0,0.6,0,1.3478,12.59,0.00097809,58588,62332.0,6.5002,298.14,452.91,0.28384,0.0,,30,,0.66549,0.19203,,,0.10801,0,,0,0,2,88,88,0,88.0,20773.0
8.0,30,100,15,0.0,59.941,128.81,0.0001,0,0.6,0,1.2761,12.481,0.00097742,58597,62348.0,6.5011,298.14,453.68,0.2935,0.0,,30,,0.69938,0.19136,,,0.11169,0,,0,0,2,88,88,0,88.0,22101.0
8.2,42,100,15,0.0,60.01,135.1,0.0001,0,0.6,0,1.1968,12.624,0.00097675,58607,62364.0,6.5017,298.14,453.59,0.23588,0.0,,30,,0.70314,0.19525,,,0.12564,0,,0,0,2,88,88,0,88.0,20929.0
8.4,42,100,15,0.0,59.843,140.36,0.0001,0,0.6,0,1.1105,12.524,0.00097608,58617,62380.0,6.4992,298.13,449.97,0.236,0.0,,30,,0.69012,0.19542,,,0.12571,0,,0,0,2,88,88,0,88.0,21924.0
8.6,42,100,15,0.0,60.682,141.1,0.0001,0,0.6,0,1.0156,12.405,0.00097541,58626,62397.0,6.4957,298.12,448.17,0.24294,0.0,,30,,0.7255,0.19493,,,0.12941,0,,0,0,2,88,88,0,88.0,21252.0
8.8,42,100,15,0.0,62.922,143.77,0.0001,0,0.6,0,0.91305,12.294,0.00097473,58637,62413.0,6.4921,298.12,448.21,0.2509,0.0,,30,,0.76501,0.19438,,,0.13365,0,,0,0,2,88,88,0,88.0,21747.0
9.0,42,100,15,0.0,66.623,148.5,0.0001,0,0.6,0,0.80108,12.16,0.00097404,58648,62431.0,6.4907,298.12,448.45,0.25926,0.0,,30,,0.81516,0.19367,,,0.13811,0,,0,0,2,88,88,0,88.0,21909.0
9.2,42,100,15,0.0,70.836,153.43,0.0001,0,0.6,0,0.68072,12.029,0.00097334,58659,62449.0,6.4905,298.13,450.93,0.26795,0.0,,30,,0.86561,0.19297,,,0.14274,0,,0,0,2,88,88,0,88.0,22070.0
9.4,42,100,15,0.0,75.167,161.25,0.0001,0,0.6,0,0.55294,11.923,0.00097262,58672,62468.0,6.4932,298.13,448.84,0.27693,0.0,,30,,0.90387,0.19243,,,0.14752,0,,0,0,2,88,88,0,88.0,21231.0
9.6,42,100,15,0.0,78.411,163.52,0.0001,0,0.6,0,0.41771,11.814,0.00097189,58685,62488.0,6.4949,298.12,447.76,0.28619,0.0,,30,,0.93847,0.19194,,,0.15246,0,,0,0,2,88,88,0,88.0,22226.0
9.8,42,100,15,0.0,80.961,166.91,0.0001,0,0.6,0,0.27601,11.712,0.00097116,58699,62508.0,6.497,298.13,449.24,0.29574,0.0,,30,,0.97405,0.19143,,,0.15755,0,,0,0,2,88,88,0,88.0,22054.0
10.0,42,100,15,0.0,82.662,173.39,0.0001,0,0.6,0,0.13459,11.671,0.00097042,58713,62529.0,6.4984,298.13,450.3,0.30549,0.0,,30,,0.99905,0.19107,,,0.16275,0,,0,0,2,88,88,0,88.0,20549.0
10.2,42,100,15,0.0,83.82,179.47,0.0001,0,0.6,0,0.024787,12.174,0.00096967,58728,62549.0,6.5097,298.09,439.94,0.31504,0.0,,30,,0.91798,0.19216,,,0.16784,0,,0,0,2,88,88,0,88.0,21710.0
10.4,42,100,15,0.0,80.421,171.15,0.0001,0,0.6,0,0.0098178,12.876,0.00096895,58741,62570.0,6.5436,297.97,405.47,0.32244,0.0,,30,,0.60498,0.19641,,,0.17179,0,,0,0,2,88,88,0,88.0,21538.0
10.6,42,100,15,0.0,63.44,131.0,0.0001,0,0.6,0,0.0095734,12.864,0.0009683,58752,62586.0,6.5709,297.87,380.26,0.32823,0.0,,30,,0.52573,0.19747,,,0.17488,0,,0,0,2,88,88,0,88.0,21366.0
10.8,42,100,15,0.51804,31.72,39.301,152.61,0,0.6,0,0.009438,12.833,0.00096776,58756,62597.0,6.5675,298.46,539.62,0.33377,0.0,,30,,0.52075,0.19753,,,0.17783,0,,0,0,2,88,88,0,88.0,21694.0
11.0,42,100,15,1.0398,15.86,238.16,15.261,0,0.6,0,0.0093296,12.81,0.00096727,58757,62604.0,6.5434,298.22,475.5,0.33928,0.0,,30,,0.52143,0.19751,,,0.18077,0,,0,0,2,88,88,0,88.0,21689.0
11.2,42,100,15,0.0,0.0,169.38,1.5261,0,0.6,0,0.0090812,12.796,0.00096688,58754,62608.0,6.5013,298.08,435.34,0.34478,0.0,,30,,0.5192,0.19753,,,0.1837,0,,0,0,2,88,88,0,88.0,22183.0
11.4,42,100,15,0.0,0.047004,128.42,0.15261,0,0.6,0,0.0086794,12.78,0.00096667,58752,62612.0,6.4636,297.99,411.9,0.35027,0.0,,30,,0.52133,0.19749,,,0.18663,0,,0,0,2,88,88,0,88.0,21511.0
11.6,42,100,15,0.0,15.102,102.53,0.015261,0,0.6,0,0.0085897,12.764,0.00096656,58753,62619.0,6.448,297.94,398.48,0.35574,0.0,,30,,0.52183,0.19747,,,0.18955,0,,0,0,2,88,88,0,88.0,21339.0
