time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,50.141,0.0001,311.9,0,0.6,0,1.1621,14.719,0.001,58042,61783.0,6.4172,297.54,294.72,0.083516,5.0,,22,,0.26682,0.20001,,,0.031763,0,,0,1,1,40,40,0,40.0,0.0
0.4,30,100,8,0.0,83.269,0.0001,91.114,0,0.6,0,1.2165,14.706,0.00099925,58056,61801.0,6.4817,297.84,373.41,0.094336,5.0,,22,,-0.014562,0.20527,,,0.035879,0,,0,1,1,40,40,0,40.0,0.0
0.6,30,100,8,0.0,90.892,0.0001,0.0001,0,0.6,0,1.2697,14.689,0.00099847,58071,61821.0,6.5472,297.81,365.89,0.097827,5.0,,22,,-0.076479,0.20641,,,0.037207,0,,0,1,1,40,40,0,40.0,0.0
0.8,30,100,8,0.0,72.539,0.0001,119.93,0,0.6,0,1.3217,14.673,0.00099776,58083,61838.0,6.6052,298.21,471.43,0.099846,5.0,,22,,-0.085861,0.20658,,,0.037976,0,,0,1,1,40,40,0,40.0,0.0
1.0,30,100,8,0.51559,36.269,129.42,11.993,0,0.6,0,1.3729,14.643,0.00099717,58088,61847.0,6.6374,298.04,427.71,0.10161,5.0,1398.4,22,1676.5,-0.07707,0.20642,0.001,0.4745,0.038645,0,4.0801,0,1,1,40,40,0,40.0,0.0
1.2,30,100,8,1.0341,18.135,77.734,1.1993,0,0.6,0,1.4225,14.635,0.00099664,58089,61852.0,6.6408,297.91,393.6,0.10337,5.0,,22,,-0.073864,0.20635,,,0.039317,0,,0,1,1,40,40,0,40.0,0.0
1.4,30,100,8,1.5551,9.0674,23.32,92.178,0,0.6,0,1.4711,14.61,0.00099615,58088,61856.0,6.6266,298.18,465.68,0.1052,5.0,,22,,-0.064773,0.20618,,,0.040012,0,,0,1,1,40,40,0,40.0,0.0
1.6,30,100,8,2.077,4.5337,114.14,9.2178,0,0.6,0,1.5179,14.583,0.00099566,58087,61859.0,6.604,298.04,427.35,0.10711,5.0,,22,,-0.053882,0.20597,,,0.040739,0,,0,1,1,40,40,0,40.0,0.0
1.8,30,100,8,2.5991,2.2668,69.547,0.92178,0,0.6,0,1.5634,14.558,0.00099518,58085,61862.0,6.5778,297.94,399.79,0.1091,5.0,,22,,-0.042991,0.20577,,,0.041498,0,,0,1,1,40,40,0,40.0,0.0
2.0,30,100,8,3.1212,1.1334,20.864,77.045,0,0.6,0,1.6071,14.531,0.0009947,58084,61865.0,6.5505,298.17,461.4,0.11119,5.0,,22,,-0.031124,0.20554,,,0.04229,0,,0,1,1,40,40,0,40.0,0.0
