time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,0.0,0.0001,221.17,0,0.6,0,0.91706,14.713,0.001,58140,62364.0,6.5586,297.66,205.99,0.083954,5.0,,22,,-0.15979,0.20798,,,0.03193,0,,0,0,2,77,77,0,77.0,0.0
0.4,30,100,8,0.0,0.0,0.0001,67.125,0,0.6,0,0.96773,14.685,0.00099954,58138,62366.0,6.5375,297.88,263.08,0.095033,5.0,,22,,-0.096295,0.20679,,,0.036144,0,,0,0,2,77,77,0,77.0,0.0
0.6,30,100,8,0.0,0.0,0.0001,0.0001,0,0.6,0,1.0165,14.678,0.00099908,58135,62368.0,6.5173,297.86,257.21,0.098748,5.0,,22,,-0.079687,0.20647,,,0.037558,0,,0,0,2,77,77,0,77.0,0.0
0.8,30,100,8,0.0,0.0,0.0001,88.77,0,0.6,0,1.0638,14.653,0.00099861,58132,62369.0,6.4978,298.15,335.38,0.10101,5.0,,22,,-0.06631,0.20622,,,0.038418,0,,0,0,2,77,77,0,77.0,0.0
1.0,30,100,8,0.0,1.3851,95.603,8.877,0,0.6,0,1.1097,14.64,0.00099813,58130,62371.0,6.4813,298.04,305.41,0.10304,5.0,1368.0,22,1777.4,-0.05952,0.20609,0.001,0.47864,0.03919,0,4.0804,0,0,2,77,77,0,77.0,0.0
1.2,30,100,8,0.0,9.397,60.31,0.8877,0,0.6,0,1.1538,14.619,0.00099763,58129,62375.0,6.4769,297.95,281.83,0.1051,5.0,,22,,-0.050589,0.20592,,,0.039974,0,,0,0,2,77,77,0,77.0,0.0
1.4,30,100,8,0.0,19.114,18.093,69.168,0,0.6,0,1.1956,14.596,0.00099709,58130,62381.0,6.4864,298.15,337.15,0.10725,5.0,,22,,-0.040374,0.20572,,,0.040792,0,,0,0,2,77,77,0,77.0,0.0
1.6,30,100,8,0.0,25.028,88.179,6.9168,0,0.6,0,1.2359,14.557,0.00099653,58133,62387.0,6.5032,298.06,310.56,0.1095,5.0,,22,,-0.023186,0.2054,,,0.041649,0,,0,0,2,77,77,0,77.0,0.0
1.8,30,100,8,0.0,24.244,58.127,0.69168,0,0.6,0,1.2738,14.544,0.00099598,58135,62394.0,6.5186,297.98,289.63,0.11186,5.0,,22,,-0.015375,0.20525,,,0.042546,0,,0,0,2,77,77,0,77.0,0.0
2.0,30,100,8,0.0,17.341,33.944,0.069168,0,0.6,0,1.3099,14.513,0.00099545,58136,62399.0,6.525,297.93,276.56,0.11433,5.0,,22,,-0.003009,0.20501,,,0.043485,0,,0,0,2,77,77,0,77.0,0.0
2.2,30,100,8,0.0,7.8929,10.183,43.374,0,0.6,0,1.3436,14.487,0.00099496,58134,62403.0,6.515,298.07,313.76,0.11691,5.0,,22,,0.0083528,0.20479,,,0.044469,0,,0,0,2,77,77,0,77.0,22069.0
2.4,30,100,8,0.0,2.4718,55.84,4.3374,0,0.6,0,1.3749,14.461,0.00099448,58132,62405.0,6.4958,298.01,299.26,0.11962,5.0,,22,,0.019267,0.20459,,,0.045499,0,,0,0,2,77,77,0,77.0,21398.0
2.6,30,100,8,0.0,4.6846,38.619,0.43374,0,0.6,0,1.4042,14.439,0.000994,58130,62408.0,6.4811,297.97,288.7,0.12245,5.0,,22,,0.02814,0.20441,,,0.046576,0,,0,0,2,77,77,0,77.0,22559.0
2.8,30,100,8,0.0,12.77,25.897,0.043374,0,0.6,0,1.4309,14.4,0.00099349,58130,62412.0,6.479,297.95,282.26,0.12541,5.0,,22,,0.044406,0.2041,,,0.0477,0,,0,0,2,77,77,0,77.0,21721.0
3.0,30,100,8,0.0,21.648,7.7691,33.346,0,0.6,0,1.4547,14.366,0.00099294,58132,62418.0,6.4903,298.07,314.32,0.12848,5.0,,22,,0.060184,0.2038,,,0.048871,0,,0,0,2,77,77,0,77.0,22050.0
3.2,30,100,15,0.0,25.991,47.411,3.3346,0,0.6,0,1.4903,14.345,0.00099236,58136,62427.0,6.508,298.03,304.1,0.13168,5.0,,22,,0.069633,0.20362,,,0.050087,0,,0,0,2,77,77,0,77.0,21045.0
3.4,30,100,15,0.0,23.283,35.937,0.33346,0,0.6,0,1.5233,14.314,0.00099179,58139,62435.0,6.5204,298.0,296.3,0.135,5.0,,22,,0.081303,0.2034,,,0.051349,0,,0,0,2,77,77,0,77.0,22373.0
3.6,30,100,15,0.0,15.679,27.341,0.033346,0,0.6,0,1.5546,14.27,0.00099125,58141,62442.0,6.5203,297.99,293.39,0.13844,5.0,,22,,0.099175,0.20305,,,0.052659,0,,0,0,2,77,77,0,77.0,21535.0
3.8,30,100,15,0.0,8.1067,23.885,0.0033346,0,0.6,0,1.583,14.235,0.00099074,58141,62447.0,6.5065,297.99,292.7,0.14202,5.0,,22,,0.11442,0.20276,,,0.054022,0,,0,0,2,77,77,0,77.0,22530.0
4.0,30,100,15,0.0,6.0662,22.738,0.00033346,0,0.6,0,1.6089,14.198,0.00099023,58141,62452.0,6.4892,297.99,293.44,0.14575,5.0,,22,,0.12951,0.20247,,,0.05544,0,,0,0,2,77,77,0,77.0,22025.0
4.2,30,100,15,0.0,10.917,23.29,0.0001,0,0.6,0,1.6595,14.15,0.0009897,58142,62459.0,6.4794,298.0,295.1,0.14963,5.0,,30,,0.14397,0.20219,,,0.056916,0,,0,0,2,77,77,0,77.0,21020.0
4.4,30,100,15,0.0,19.645,25.082,0.0001,0,0.6,0,1.7067,14.121,0.00098914,58145,62468.0,6.4825,298.0,296.68,0.15367,5.0,,30,,0.15454,0.20199,,,0.058455,0,,0,0,2,77,77,0,77.0,21348.0
4.6,30,100,15,0.0,27.131,26.983,0.0001,0,0.6,0,1.7497,14.085,0.00098856,58149,62479.0,6.4935,298.01,298.42,0.15789,5.0,,30,,0.16703,0.20174,,,0.060059,0,,0,0,2,77,77,0,77.0,22010.0
4.8,30,100,15,0.0,30.223,29.313,0.0001,0,0.6,0,1.7895,14.059,0.00098797,58154,62490.0,6.5062,298.02,300.68,0.16227,5.0,,30,,0.17551,0.20157,,,0.061727,0,,0,0,2,77,77,0,77.0,21338.0
5.0,30,100,15,0.0,28.261,32.546,0.0001,0,0.6,0,1.8261,14.022,0.00098738,58158,62501.0,6.5152,298.03,302.71,0.16682,5.0,,30,,0.18686,0.20135,,,0.063459,0,,0,0,2,77,77,0,77.0,21666.0
5.2,30,100,15,0.0,22.709,35.8,0.0001,0,0.6,0,1.8588,13.967,0.00098683,58160,62509.0,6.5155,298.04,305.29,0.17156,0.0,,30,,0.20607,0.20098,,,0.065262,0,,0,0,2,77,77,0,77.0,20994.0
5.4,30,100,15,0.0,17.057,40.042,0.0001,0,0.6,0,1.888,13.915,0.00098631,58161,62517.0,6.5062,298.05,307.83,0.17649,0.0,,30,,0.22567,0.2006,,,0.067139,0,,0,0,2,77,77,0,77.0,20989.0
5.6,30,100,15,0.0,15.133,44.577,0.0001,0,0.6,0,1.9135,13.858,0.00098578,58162,62524.0,6.4938,298.05,309.26,0.18161,0.0,,30,,0.24792,0.20017,,,0.06909,0,,0,0,2,77,77,0,77.0,22151.0
5.8,30,100,15,0.0,18.133,48.039,0.0001,0,0.6,0,1.935,13.8,0.00098525,58164,62532.0,6.4854,298.06,311.48,0.18694,0.0,,30,,0.27077,0.19973,,,0.071115,0,,0,0,2,77,77,0,77.0,22646.0
6.0,30,100,15,0.0,24.462,52.755,0.0001,0,0.6,0,1.9531,13.751,0.00098469,58166,62541.0,6.4854,298.07,313.54,0.19246,0.0,,30,,0.28945,0.19937,,,0.073219,0,,0,0,2,77,77,0,77.0,21640.0
6.2,30,100,15,0.0,30.78,57.551,0.0001,0,0.6,0,1.9671,13.686,0.00098411,58170,62551.0,6.4916,298.07,315.11,0.19819,0.0,,30,,0.31435,0.19889,,,0.075398,0,,0,0,2,77,77,0,77.0,21635.0
6.4,30,100,15,0.0,34.626,62.013,0.0001,0,0.6,0,1.9773,13.64,0.00098353,58175,62562.0,6.4985,298.07,315.16,0.20411,0.0,,30,,0.33193,0.19854,,,0.077651,0,,0,0,2,77,77,0,77.0,21630.0
6.6,30,100,15,0.0,35.759,64.747,0.0001,0,0.6,0,1.9831,13.579,0.00098293,58179,62573.0,6.5066,298.08,316.8,0.21025,0.0,,30,,0.35232,0.19815,,,0.079989,0,,0,0,2,77,77,0,77.0,21125.0
6.8,30,100,15,0.0,33.634,69.579,0.0001,0,0.6,0,1.985,13.504,0.00098235,58184,62584.0,6.5102,298.08,317.19,0.21662,0.0,,30,,0.38002,0.19761,,,0.082415,0,,0,0,2,77,77,0,77.0,22119.0
7.0,30,100,15,0.0,30.099,72.977,0.0001,0,0.6,0,1.9815,13.446,0.00098178,58188,62594.0,6.5088,298.09,318.82,0.22324,0.0,,30,,0.40037,0.19721,,,0.084935,0,,0,0,2,77,77,0,77.0,21781.0
7.2,30,100,15,0.0,27.135,78.078,0.0001,0,0.6,0,1.9728,13.378,0.00098121,58191,62604.0,6.5028,298.09,319.19,0.23011,0.0,,30,,0.42397,0.19675,,,0.087547,0,,0,0,2,77,77,0,77.0,21775.0
7.4,30,100,15,0.0,26.536,81.729,0.0001,0,0.6,0,1.9574,13.295,0.00098065,58194,62613.0,6.4937,298.1,321.45,0.23724,0.0,,30,,0.45251,0.19619,,,0.090264,0,,0,0,2,77,77,0,77.0,21603.0
7.6,30,100,15,0.0,29.597,87.913,0.0001,0,0.6,0,1.9357,13.215,0.00098008,58197,62623.0,6.4864,298.1,322.13,0.24467,0.0,,30,,0.48124,0.19563,,,0.093093,0,,0,0,2,77,77,0,77.0,21765.0
7.8,30,100,15,0.0,35.556,92.324,0.0001,0,0.6,0,1.9088,13.148,0.00097949,58202,62635.0,6.4843,298.1,323.49,0.25239,0.0,,30,,0.50496,0.19516,,,0.09603,0,,0,0,2,77,77,0,77.0,22593.0
8.0,30,100,15,0.0,42.351,97.753,0.0001,0,0.6,0,1.8758,13.057,0.00097888,58208,62647.0,6.4877,298.11,324.86,0.26039,0.0,,30,,0.53606,0.19456,,,0.099078,0,,0,0,2,77,77,0,77.0,21921.0
8.2,42,100,15,0.0,47.776,103.37,0.0001,0,0.6,0,1.8368,13.177,0.00097825,58215,62661.0,6.4941,298.11,325.16,0.20961,0.0,,30,,0.51691,0.19783,,,0.11164,0,,0,0,2,77,77,0,77.0,21082.0
8.4,42,100,15,0.0,50.639,107.79,0.0001,0,0.6,0,1.7914,13.116,0.00097761,58223,62675.0,6.4989,298.12,326.87,0.20944,0.0,,30,,0.49754,0.19809,,,0.11155,0,,0,0,2,77,77,0,77.0,21576.0
8.6,42,100,15,0.0,51.587,114.1,0.0001,0,0.6,0,1.7399,13.039,0.00097696,58231,62690.0,6.5002,298.12,326.67,0.21506,0.0,,30,,0.51954,0.19778,,,0.11455,0,,0,0,2,77,77,0,77.0,22071.0
8.8,42,100,15,0.0,52.04,118.16,0.0001,0,0.6,0,1.6813,12.94,0.00097632,58239,62704.0,6.5015,298.12,327.45,0.22157,0.0,,30,,0.5594,0.19723,,,0.11801,0,,0,0,2,77,77,0,77.0,21565.0
9.0,42,100,15,0.0,51.941,123.49,0.0001,0,0.6,0,1.6163,12.859,0.00097567,58247,62719.0,6.5005,298.12,329.04,0.22838,0.0,,30,,0.5896,0.19681,,,0.12165,0,,0,0,2,77,77,0,77.0,21393.0
9.2,42,100,15,0.0,52.266,129.95,0.0001,0,0.6,0,1.544,12.779,0.00097503,58255,62733.0,6.4975,298.13,330.99,0.23545,0.0,,30,,0.61588,0.19643,,,0.12541,0,,0,0,2,77,77,0,77.0,21388.0
9.4,42,100,15,0.0,53.804,137.08,0.0001,0,0.6,0,1.4639,12.686,0.00097438,58264,62748.0,6.4956,298.14,331.92,0.24277,0.0,,30,,0.64802,0.19598,,,0.12931,0,,0,0,2,77,77,0,77.0,21549.0
9.6,42,100,15,0.0,56.087,143.15,0.0001,0,0.6,0,1.3753,12.582,0.00097372,58273,62763.0,6.4953,298.14,332.34,0.25036,0.0,,30,,0.68785,0.19543,,,0.13336,0,,0,0,2,77,77,0,77.0,22210.0
9.8,42,100,15,0.0,58.486,148.73,0.0001,0,0.6,0,1.2801,12.485,0.00097306,58282,62779.0,6.4971,298.12,328.2,0.2582,0.0,,30,,0.72615,0.19489,,,0.13754,0,,0,0,2,77,77,0,77.0,22538.0
10.0,42,100,15,0.0,60.178,148.52,0.0001,0,0.6,0,1.1779,12.379,0.00097239,58292,62795.0,6.4977,298.1,322.64,0.2663,0.0,,30,,0.76772,0.19431,,,0.14186,0,,0,0,2,77,77,0,77.0,22032.0
10.2,42,100,15,0.0,61.638,146.03,0.0001,0,0.6,0,1.0675,12.278,0.00097172,58302,62811.0,6.4987,298.09,320.05,0.27467,0.0,,30,,0.80243,0.19382,,,0.14632,0,,0,0,2,77,77,0,77.0,21360.0
10.4,42,100,15,0.0,62.657,146.64,0.0001,0,0.6,0,0.9492,12.187,0.00097104,58312,62828.0,6.4975,298.09,319.57,0.28331,0.0,,30,,0.83138,0.19341,,,0.15093,0,,0,0,2,77,77,0,77.0,21854.0
10.6,42,100,15,0.0,64.202,149.5,0.0001,0,0.6,0,0.82267,12.069,0.00097036,58322,62845.0,6.4956,298.09,320.98,0.29223,0.0,,30,,0.87426,0.1928,,,0.15568,0,,0,0,2,77,77,0,77.0,22015.0
10.8,42,100,15,0.0,66.489,154.66,0.0001,0,0.6,0,0.68843,11.953,0.00096968,58333,62862.0,6.4927,298.11,324.47,0.30144,0.0,,30,,0.91716,0.1922,,,0.16059,0,,0,0,2,77,77,0,77.0,21676.0
