time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,13.752,2.5211,0.0001,0,0.6,0,1.1977,14.721,1.8154e-25,57516,61611.0,6.4699,298.03,1e-06,0.08329,5.0,,22,,-0.31201,0.21079,,,0.031677,0,,0,1,1,56,56,0,56.0,0.0
0.4,30,100,8,0.0,25.794,3.6279,0.0001,0,0.6,0,1.2545,14.705,0.001,57519,61618.0,6.4919,297.99,1e-06,0.093598,5.0,,22,,-0.1566,0.20791,,,0.035599,0,,0,1,1,56,56,0,56.0,0.0
0.6,30,100,8,0.0,29.481,0.0001,0.0001,0,0.6,0,1.3102,14.702,0.00099943,57522,61626.0,6.5205,297.96,1e-06,0.096889,5.0,,22,,-0.12053,0.20723,,,0.036851,0,,0,1,1,56,56,0,56.0,0.0
0.8,30,100,8,0.0,21.758,0.0001,0.0001,0,0.6,0,1.3648,14.688,0.00099889,57524,61632.0,6.539,297.93,1e-06,0.098787,5.0,,22,,-0.10774,0.20699,,,0.037572,0,,0,1,1,56,56,0,56.0,0.0
1.0,30,100,8,0.0,6.7137,0.0001,14.604,0,0.6,0,1.4181,14.68,0.0009984,57523,61635.0,6.5311,297.96,6.5995,0.10045,5.0,1372.8,22,1642.3,-0.10353,0.20691,1.8154e-25,0.47221,0.038205,0,4.08,0,1,1,56,56,0,56.0,0.0
1.2,30,100,8,0.0,0.0,6.2775,1.4604,0,0.6,0,1.4702,14.663,0.00099793,57520,61637.0,6.5121,297.93,1e-06,0.10212,5.0,,22,,-0.097249,0.20679,,,0.038842,0,,0,1,1,56,56,0,56.0,0.0
1.4,30,100,8,0.0,0.0,1.8833,35.203,0,0.6,0,1.5208,14.644,0.00099746,57517,61639.0,6.4938,298.03,26.295,0.10386,5.0,,22,,-0.089784,0.20665,,,0.039501,0,,0,1,1,56,56,0,56.0,0.0
1.6,30,100,8,0.0,2.9808,33.712,3.5203,0,0.6,0,1.5699,14.627,0.00099698,57515,61641.0,6.4814,297.97,11.92,0.10565,5.0,,22,,-0.082956,0.20652,,,0.040185,0,,0,1,1,56,56,0,56.0,0.0
1.8,30,100,8,0.0,10.93,15.282,0.35203,0,0.6,0,1.6172,14.612,0.00099647,57515,61645.0,6.4817,297.94,1.6613,0.10753,5.0,,22,,-0.077283,0.20641,,,0.040897,0,,0,1,1,56,56,0,56.0,0.0
2.0,30,100,8,0.0,18.71,4.5845,26.304,0,0.6,0,1.6629,14.597,0.00099594,57516,61651.0,6.4929,298.0,20.14,0.10948,5.0,,22,,-0.071884,0.2063,,,0.041639,0,,0,1,1,56,56,0,56.0,0.0
2.2,30,100,8,0.0,22.043,26.537,2.6304,0,0.6,0,1.7071,14.582,0.0009954,57518,61657.0,6.5111,297.96,8.6422,0.1115,5.0,,22,,-0.066394,0.2062,,,0.04241,0,,0,1,1,56,56,0,56.0,21407.0
2.4,30,100,8,0.0,18.082,11.208,0.26304,0,0.6,0,1.75,14.564,0.00099487,57519,61662.0,6.524,297.93,1.4698,0.1136,5.0,,22,,-0.060219,0.20608,,,0.043208,0,,0,1,1,56,56,0,56.0,21736.0
2.6,30,100,8,0.0,9.0,3.3625,21.593,0,0.6,0,1.7914,14.546,0.00099437,57518,61666.0,6.5196,298.0,17.571,0.11576,5.0,,22,,-0.053743,0.20595,,,0.044031,0,,0,1,1,56,56,0,56.0,21231.0
2.8,30,100,8,0.0,1.7256,22.098,2.1593,0,0.6,0,1.831,14.522,0.0009939,57516,61668.0,6.5017,297.97,10.142,0.11801,5.0,,22,,-0.045217,0.20579,,,0.044885,0,,0,1,1,56,56,0,56.0,21727.0
3.0,30,100,8,0.0,1.5996,11.779,0.21593,0,0.6,0,1.8691,14.504,0.00099343,57513,61670.0,6.4841,297.95,4.5594,0.12033,5.0,,22,,-0.038744,0.20566,,,0.04577,0,,0,1,1,56,56,0,56.0,22389.0
3.2,30,100,15,0.0,8.4759,3.5337,21.873,0,0.6,0,1.9183,14.485,0.0009929,57514,61675.0,6.4782,298.01,22.624,0.12274,5.0,,22,,-0.032047,0.20553,,,0.046687,0,,0,1,1,56,56,0,56.0,20718.0
3.4,30,100,15,0.0,17.669,25.222,2.1873,0,0.6,0,1.9656,14.456,0.00099235,57516,61683.0,6.4872,297.99,15.893,0.12524,5.0,,22,,-0.021169,0.20533,,,0.047638,0,,0,1,1,56,56,0,56.0,21213.0
3.6,30,100,15,0.0,23.244,16.474,0.21873,0,0.6,0,2.0112,14.427,0.00099178,57520,61691.0,6.5033,297.97,10.713,0.12783,5.0,,22,,-0.0093861,0.2051,,,0.048624,0,,0,1,1,56,56,0,56.0,22209.0
3.8,30,100,15,0.0,22.407,9.4965,0.021873,0,0.6,0,2.0554,14.41,0.00099121,57523,61699.0,6.5177,297.96,8.2435,0.13052,5.0,,22,,-0.0030582,0.20498,,,0.049645,0,,0,1,1,56,56,0,56.0,22204.0
4.0,30,100,15,0.0,15.852,5.2744,0.0021873,0,0.6,0,2.0983,14.384,0.00099067,57525,61706.0,6.5205,297.96,7.8302,0.1333,5.0,,22,,0.0055593,0.20481,,,0.050702,0,,0,1,1,56,56,0,56.0,22033.0
4.2,30,100,15,0.0,8.1933,3.3064,0.00021873,0,0.6,0,2.1672,14.337,0.00099015,57525,61712.0,6.5101,297.96,8.708,0.13616,5.0,,30,,0.020086,0.20454,,,0.051794,0,,0,1,1,56,56,0,56.0,21862.0
4.4,30,100,15,0.0,4.6971,2.9042,0.0001,0,0.6,0,2.2342,14.321,0.00098965,57525,61718.0,6.4943,297.97,10.48,0.13913,5.0,,30,,0.025572,0.20443,,,0.052922,0,,0,1,1,56,56,0,56.0,21857.0
4.6,30,100,15,0.0,7.5088,3.756,0.0001,0,0.6,0,2.299,14.293,0.00098913,57525,61725.0,6.4834,297.98,12.703,0.1422,5.0,,30,,0.034143,0.20426,,,0.05409,0,,0,1,1,56,56,0,56.0,21519.0
4.8,30,100,15,0.0,14.666,5.42,0.0001,0,0.6,0,2.3614,14.253,0.00098859,57527,61733.0,6.4831,297.99,15.117,0.14537,5.0,,30,,0.04911,0.20398,,,0.055298,0,,0,1,1,56,56,0,56.0,21515.0
5.0,30,100,15,0.0,21.921,7.6357,0.0001,0,0.6,0,2.4216,14.233,0.00098803,57530,61742.0,6.494,298.0,17.563,0.14865,5.0,,30,,0.056585,0.20383,,,0.056544,0,,0,1,1,56,56,0,56.0,20677.0
5.2,30,100,15,0.0,24.802,10.229,0.0001,0,0.6,0,2.4799,14.205,0.00098747,57533,61751.0,6.5096,298.0,19.922,0.15202,0.0,,30,,0.065561,0.20366,,,0.057825,0,,0,1,1,56,56,0,56.0,21339.0
5.4,30,100,15,0.0,21.462,13.055,0.0001,0,0.6,0,2.5372,14.166,0.00098692,57535,61760.0,6.5194,298.01,22.091,0.15547,0.0,,30,,0.079633,0.20339,,,0.059141,0,,0,1,1,56,56,0,56.0,21834.0
5.6,30,100,15,0.0,14.233,15.969,0.0001,0,0.6,0,2.592,14.13,0.00098641,57535,61767.0,6.5148,298.02,24.596,0.15904,0.0,,30,,0.092637,0.20313,,,0.060498,0,,0,1,1,56,56,0,56.0,22330.0
5.8,30,100,15,0.0,8.8963,19.634,0.0001,0,0.6,0,2.6444,14.088,0.0009859,57535,61772.0,6.5019,298.03,27.288,0.16272,0.0,,30,,0.10762,0.20285,,,0.061899,0,,0,1,1,56,56,0,56.0,21492.0
6.0,30,100,15,0.0,8.6892,23.888,0.0001,0,0.6,0,2.6939,14.052,0.0009854,57534,61778.0,6.4888,298.04,30.431,0.16653,0.0,,30,,0.12001,0.20261,,,0.06335,0,,0,1,1,56,56,0,56.0,20820.0
6.2,30,100,15,0.0,13.681,29.105,0.0001,0,0.6,0,2.7408,14.013,0.00098488,57535,61785.0,6.4839,298.05,32.874,0.17048,0.0,,30,,0.13285,0.20236,,,0.064852,0,,0,1,1,56,56,0,56.0,22482.0
