time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,0.0,0.0001,260.78,0,0.6,0,0.97582,14.661,0.001,56982,62723.0,6.6842,297.63,244.61,0.085297,5.0,,22,,-0.68461,0.21757,,,0.032441,0,,0,0,2,81,81,0,81.0,0.0
0.4,30,100,8,0.0,0.0,0.0001,74.147,0,0.6,0,1.0289,14.639,0.00099955,56980,62725.0,6.6537,297.87,308.03,0.096133,5.0,,22,,-0.22559,0.20917,,,0.036563,0,,0,0,2,81,81,0,81.0,0.0
0.6,30,100,8,0.52377,0.0,0.0001,0.0001,0,0.6,0,1.0802,14.624,0.00099909,56977,62727.0,6.6245,297.85,301.64,0.099656,5.0,,22,,-0.11799,0.20718,,,0.037903,0,,0,0,2,81,81,0,81.0,0.0
0.8,30,100,8,1.0459,0.0,0.0001,98.439,0,0.6,0,1.1297,14.604,0.00099862,56975,62729.0,6.5964,298.18,388.32,0.10178,5.0,,22,,-0.087015,0.2066,,,0.03871,0,,0,0,2,81,81,0,81.0,0.0
1.0,30,100,8,1.5679,0.0,108.54,9.8439,0,0.6,0,1.1777,14.582,0.00099815,56972,62732.0,6.5691,298.04,351.67,0.10369,5.0,1381.0,22,1706.3,-0.072693,0.20633,0.001,0.49583,0.039436,0,4.0813,0,0,2,81,81,0,81.0,0.0
1.2,30,100,8,2.09,0.0,64.476,0.98439,0,0.6,0,1.2238,14.552,0.00099768,56970,62734.0,6.5425,297.93,323.87,0.10563,5.0,,22,,-0.059631,0.20608,,,0.040176,0,,0,0,2,81,81,0,81.0,0.0
1.4,30,100,8,0.0,0.0,19.343,75.021,0,0.6,0,1.2682,14.53,0.00099721,56968,62736.0,6.5207,298.16,383.51,0.10766,5.0,,22,,-0.049714,0.20589,,,0.040948,0,,0,0,2,81,81,0,81.0,0.0
1.6,30,100,8,0.0,0.0,96.085,7.5021,0,0.6,0,1.3102,14.509,0.00099674,56965,62738.0,6.4997,298.03,350.81,0.10978,5.0,,22,,-0.041919,0.20575,,,0.041756,0,,0,0,2,81,81,0,81.0,0.0
1.8,30,100,8,0.0,0.63353,57.3,0.75021,0,0.6,0,1.3503,14.482,0.00099626,56963,62740.0,6.4806,297.95,327.75,0.112,5.0,,22,,-0.031589,0.20555,,,0.042601,0,,0,0,2,81,81,0,81.0,0.0
2.0,30,100,8,0.0,8.912,17.19,63.212,0,0.6,0,1.3887,14.453,0.00099576,56962,62743.0,6.4748,298.14,379.11,0.11432,5.0,,22,,-0.019894,0.20533,,,0.043482,0,,0,0,2,81,81,0,81.0,0.0
2.2,30,100,8,0.0,19.461,83.451,6.3212,0,0.6,0,1.4252,14.428,0.00099522,56963,62749.0,6.4847,298.04,353.56,0.11674,5.0,,22,,-0.0097374,0.20513,,,0.044402,0,,0,0,2,81,81,0,81.0,21572.0
2.4,30,100,8,0.0,26.053,53.685,0.63212,0,0.6,0,1.4594,14.394,0.00099466,56966,62756.0,6.505,297.97,334.05,0.11925,5.0,,22,,0.003789,0.20487,,,0.04536,0,,0,0,2,81,81,0,81.0,21734.0
2.6,30,100,8,0.0,24.55,30.426,0.063212,0,0.6,0,1.4919,14.359,0.00099411,56968,62763.0,6.5224,297.93,323.35,0.12187,5.0,,22,,0.01876,0.20459,,,0.046355,0,,0,0,2,81,81,0,81.0,22396.0
2.8,30,100,8,0.0,16.098,9.1277,38.135,0,0.6,0,1.5219,14.332,0.00099358,56969,62768.0,6.5259,298.06,356.84,0.12459,5.0,,22,,0.029618,0.20438,,,0.047388,0,,0,0,2,81,81,0,81.0,21558.0
3.0,30,100,8,0.0,6.2946,50.875,3.8135,0,0.6,0,1.5502,14.304,0.00099309,56967,62771.0,6.5119,298.0,342.87,0.12741,5.0,,22,,0.039363,0.20419,,,0.048461,0,,0,0,2,81,81,0,81.0,21720.0
3.2,30,100,15,0.0,2.105,33.684,0.38135,0,0.6,0,1.5901,14.27,0.0009926,56967,62775.0,6.4911,297.96,332.45,0.13034,5.0,,22,,0.051736,0.20396,,,0.049577,0,,0,0,2,81,81,0,81.0,22382.0
3.4,30,100,15,0.0,6.2121,20.521,0.038135,0,0.6,0,1.6271,14.245,0.00099208,56967,62780.0,6.4772,297.95,327.7,0.13339,5.0,,22,,0.060093,0.2038,,,0.050739,0,,0,0,2,81,81,0,81.0,20710.0
