time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,60.23,0.0001,195.66,0,0.6,0,1.0325,14.735,0.001,58242,61184.0,6.395,297.69,180.29,0.084288,5.0,,22,,-0.49958,0.21422,,,0.032057,0,,0,0,1,14,14,0,14.0,0.0
0.4,30,100,8,0.0,102.23,0.0001,61.062,0,0.6,0,1.0841,14.713,0.00099918,58260,61207.0,6.4624,297.88,230.69,0.095524,5.0,,22,,-0.18505,0.20843,,,0.036331,0,,0,0,1,14,14,0,14.0,0.0
0.6,30,100,8,0.0,117.56,0.0001,0.0001,0,0.6,0,1.1343,14.698,0.00099831,58281,61232.0,6.5298,297.86,223.72,0.099187,5.0,,22,,-0.1053,0.20694,,,0.037725,0,,0,0,1,14,14,0,14.0,0.0
0.8,30,100,8,0.0,106.15,0.0001,83.459,0,0.6,0,1.1835,14.672,0.00099748,58299,61255.0,6.5934,298.12,295.63,0.10133,5.0,,22,,-0.07536,0.20638,,,0.038538,0,,0,0,1,14,14,0,14.0,0.0
1.0,30,100,8,0.51498,53.076,87.339,8.3459,0,0.6,0,1.2317,14.652,0.00099684,58307,61267.0,6.6344,298.03,269.46,0.1032,5.0,1409.1,22,1794.4,-0.061118,0.20612,0.001,0.48232,0.039251,0,4.0806,0,0,1,14,14,0,14.0,0.0
1.2,30,100,8,1.0327,26.538,56.349,0.83459,0,0.6,0,1.2784,14.638,0.00099628,58310,61275.0,6.6447,297.94,247.32,0.10508,5.0,,22,,-0.053597,0.20597,,,0.039968,0,,0,0,1,14,14,0,14.0,0.0
1.4,30,100,8,1.5532,13.269,16.905,67.755,0,0.6,0,1.3236,14.616,0.00099577,58310,61280.0,6.6348,298.14,300.71,0.10704,5.0,,22,,-0.043877,0.20579,,,0.040711,0,,0,0,1,14,14,0,14.0,0.0
1.6,30,100,8,2.0748,6.6345,84.131,6.7755,0,0.6,0,1.367,14.594,0.00099528,58309,61283.0,6.6133,298.05,275.88,0.10908,5.0,,22,,-0.034551,0.20561,,,0.041488,0,,0,0,1,14,14,0,14.0,0.0
1.8,30,100,8,2.597,3.3173,56.094,0.67755,0,0.6,0,1.4085,14.586,0.0009948,58308,61286.0,6.587,297.97,255.19,0.11122,5.0,,22,,-0.031143,0.20554,,,0.042303,0,,0,0,1,14,14,0,14.0,0.0
2.0,30,100,8,3.1192,1.6586,32.103,0.067755,0,0.6,0,1.448,14.564,0.00099432,58306,61289.0,6.5592,297.93,242.85,0.11347,5.0,,22,,-0.023154,0.20539,,,0.043157,0,,0,0,1,14,14,0,14.0,0.0
