time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,0.0,0.0001,158.42,0,0.6,0,1.1719,14.722,0.001,57815,62434.0,6.6634,297.75,144.5,0.088368,5.0,,22,,1.0798,0.18436,,,0.033609,0,,0,0,1,26,26,0,26.0,0.0
0.4,30,100,8,0.0,0.0,0.0001,49.753,0,0.6,0,1.2228,14.701,0.00099955,57813,62435.0,6.6343,297.9,184.91,0.099867,5.0,,22,,0.20324,0.20118,,,0.037983,0,,0,0,1,26,26,0,26.0,0.0
0.6,30,100,8,0.5236,0.0,0.0001,0.0001,0,0.6,0,1.2722,14.688,0.00099909,57810,62437.0,6.6063,297.88,178.87,0.10363,5.0,,22,,-0.011059,0.20518,,,0.039416,0,,0,0,1,26,26,0,26.0,0.0
0.8,30,100,8,1.0457,0.0,0.0001,68.703,0,0.6,0,1.3204,14.672,0.00099862,57808,62439.0,6.579,298.1,238.03,0.10588,5.0,,22,,-0.056831,0.20603,,,0.040269,0,,0,0,1,26,26,0,26.0,0.0
1.0,30,100,8,1.5677,0.0,72.437,6.8703,0,0.6,0,1.3666,14.647,0.00099815,57805,62442.0,6.5526,298.02,216.09,0.10788,5.0,1390.4,22,1608.6,-0.057938,0.20605,0.001,0.51841,0.041032,0,4.0825,0,0,1,26,26,0,26.0,0.0
1.2,30,100,8,2.0897,0.0,46.162,0.68703,0,0.6,0,1.411,14.633,0.00099767,57803,62444.0,6.527,297.95,197.99,0.10992,5.0,,22,,-0.054062,0.20597,,,0.041806,0,,0,0,1,26,26,0,26.0,0.0
1.4,30,100,8,0.0,0.0,24.063,0.068703,0,0.6,0,1.454,14.616,0.00099721,57800,62446.0,6.5058,297.91,187.15,0.11203,5.0,,22,,-0.0474,0.20584,,,0.042611,0,,0,0,1,26,26,0,26.0,0.0
1.6,30,100,8,0.0,0.0,7.2188,36.954,0,0.6,0,1.4951,14.604,0.00099674,57798,62448.0,6.4855,298.02,217.04,0.11423,5.0,,22,,-0.042443,0.20575,,,0.04345,0,,0,0,1,26,26,0,26.0,0.0
1.8,30,100,8,0.0,6.3222,42.988,3.6954,0,0.6,0,1.534,14.571,0.00099625,57796,62451.0,6.4743,297.98,205.53,0.11654,5.0,,22,,-0.028933,0.20549,,,0.044328,0,,0,0,1,26,26,0,26.0,0.0
2.0,30,100,8,0.0,17.091,28.114,0.36954,0,0.6,0,1.5709,14.55,0.00099572,57797,62456.0,6.4773,297.94,195.35,0.11896,5.0,,22,,-0.018749,0.2053,,,0.045247,0,,0,0,1,26,26,0,26.0,0.0
2.2,30,100,8,0.0,26.633,8.4343,40.298,0,0.6,0,1.6061,14.523,0.00099516,57800,62463.0,6.4927,298.07,229.82,0.12146,5.0,,22,,-0.0060321,0.20505,,,0.046199,0,,0,0,1,26,26,0,26.0,21073.0
2.4,30,100,8,0.0,30.037,51.282,4.0298,0,0.6,0,1.639,14.496,0.00099458,57803,62471.0,6.512,298.02,216.83,0.12406,5.0,,22,,0.0062979,0.20482,,,0.047189,0,,0,0,1,26,26,0,26.0,20735.0
2.6,30,100,8,0.0,25.753,36.153,0.40298,0,0.6,0,1.6701,14.474,0.00099403,57806,62478.0,6.5236,297.99,207.13,0.12677,5.0,,22,,0.016214,0.20463,,,0.048218,0,,0,0,1,26,26,0,26.0,22231.0
2.8,30,100,8,0.0,16.84,24.811,0.040298,0,0.6,0,1.6991,14.44,0.00099351,57806,62483.0,6.5223,297.97,201.69,0.12958,5.0,,22,,0.030768,0.20435,,,0.049289,0,,0,0,1,26,26,0,26.0,21893.0
3.0,30,100,8,0.0,8.4664,17.528,0.0040298,0,0.6,0,1.726,14.419,0.00099301,57805,62487.0,6.5085,297.96,199.1,0.13251,5.0,,22,,0.0402,0.20417,,,0.050403,0,,0,0,1,26,26,0,26.0,21555.0
3.2,30,100,15,0.0,5.6223,13.059,0.00040298,0,0.6,0,1.7652,14.393,0.0009925,57805,62491.0,6.4912,297.95,198.53,0.13556,5.0,,22,,0.050429,0.20397,,,0.051564,0,,0,0,1,26,26,0,26.0,21717.0
3.4,30,100,15,0.0,9.6879,10.764,0.0001,0,0.6,0,1.8024,14.353,0.00099198,57806,62497.0,6.4789,297.96,199.29,0.13873,5.0,,22,,0.06781,0.20364,,,0.052768,0,,0,0,1,26,26,0,26.0,22046.0
3.6,30,100,15,0.0,18.618,10.06,0.0001,0,0.6,0,1.8373,14.316,0.00099142,57808,62504.0,6.4773,297.96,201.34,0.14202,5.0,,22,,0.08428,0.20333,,,0.054022,0,,0,0,1,26,26,0,26.0,22541.0
3.8,30,100,15,0.0,28.183,11.085,0.0001,0,0.6,0,1.8701,14.287,0.00099084,57813,62514.0,6.4871,297.97,203.79,0.14544,5.0,,22,,0.097898,0.20306,,,0.055324,0,,0,0,1,26,26,0,26.0,22370.0
4.0,30,100,15,0.0,33.838,12.9,0.0001,0,0.6,0,1.8994,14.256,0.00099023,57818,62524.0,6.5013,297.98,206.51,0.14899,5.0,,22,,0.11083,0.20281,,,0.056675,0,,0,0,1,26,26,0,26.0,22032.0
4.2,30,100,15,0.0,33.841,15.379,0.0001,0,0.6,0,1.9541,14.213,0.00098962,57824,62536.0,6.5164,297.99,209.16,0.15268,5.0,,30,,0.1244,0.20255,,,0.058077,0,,0,0,1,26,26,0,26.0,22694.0
4.4,30,100,15,0.0,27.795,18.16,0.0001,0,0.6,0,2.0061,14.172,0.00098904,57828,62547.0,6.5261,298.01,212.13,0.15649,5.0,,30,,0.14093,0.20224,,,0.059529,0,,0,0,1,26,26,0,26.0,21690.0
4.6,30,100,15,0.0,17.88,21.715,0.0001,0,0.6,0,2.0549,14.142,0.00098849,57830,62556.0,6.5219,298.02,215.64,0.16044,5.0,,30,,0.15304,0.202,,,0.061033,0,,0,0,1,26,26,0,26.0,21018.0
4.8,30,100,15,0.0,9.704,26.392,0.0001,0,0.6,0,2.0997,14.092,0.00098797,57831,62563.0,6.5056,298.03,218.94,0.16455,5.0,,30,,0.17269,0.20162,,,0.062595,0,,0,0,1,26,26,0,26.0,21514.0
5.0,30,100,15,0.0,8.0151,31.277,0.0001,0,0.6,0,2.1423,14.047,0.00098745,57831,62569.0,6.4877,298.04,221.52,0.1688,5.0,,30,,0.19193,0.20125,,,0.064214,0,,0,0,1,26,26,0,26.0,21342.0
5.2,30,100,15,0.0,13.475,35.686,0.0001,0,0.6,0,2.1813,14.008,0.00098693,57832,62576.0,6.4782,298.05,223.26,0.17323,0.0,,30,,0.2075,0.20095,,,0.065898,0,,0,0,1,26,26,0,26.0,21671.0
5.4,30,100,15,0.0,22.702,39.403,0.0001,0,0.6,0,2.2166,13.971,0.00098638,57834,62585.0,6.4809,298.05,225.07,0.17782,0.0,,30,,0.22169,0.20068,,,0.067646,0,,0,0,1,26,26,0,26.0,21333.0
5.6,30,100,15,0.0,30.826,43.475,0.0001,0,0.6,0,2.2492,13.927,0.0009858,57838,62595.0,6.4945,298.06,226.22,0.18258,0.0,,30,,0.23856,0.20035,,,0.069456,0,,0,0,1,26,26,0,26.0,21828.0
5.8,30,100,15,0.0,33.5,46.943,0.0001,0,0.6,0,2.2783,13.894,0.00098522,57842,62606.0,6.5127,298.07,228.67,0.18749,0.0,,30,,0.25118,0.2001,,,0.071327,0,,0,0,1,26,26,0,26.0,21323.0
6.0,30,100,15,0.0,28.914,52.281,0.0001,0,0.6,0,2.3039,13.842,0.00098465,57846,62616.0,6.5248,298.07,230.03,0.19257,0.0,,30,,0.27041,0.19973,,,0.073259,0,,0,0,1,26,26,0,26.0,21985.0
6.2,30,100,15,0.0,19.528,56.507,0.0001,0,0.6,0,2.3254,13.783,0.00098411,57848,62624.0,6.521,298.08,232.13,0.19782,0.0,,30,,0.29304,0.19929,,,0.075259,0,,0,0,1,26,26,0,26.0,20814.0
6.4,30,100,15,0.0,11.695,61.915,0.0001,0,0.6,0,2.3427,13.74,0.0009836,57848,62630.0,6.5038,298.09,234.27,0.20327,0.0,,30,,0.30937,0.19897,,,0.07733,0,,0,0,1,26,26,0,26.0,21642.0
