time,aeration_rate,agitator,sugar_feed_rate,acid_flow_rate,base_flow_rate,heating/cooling_water_flow_rate,heating_water_flow_rate,water_for_injection/dilution,air_head_pressure,dumped_broth_flow,substrate_concentration,dissolved_oxygen_concentration,penicillin_concentration,vessel_volume,vessel_weight,pH,temperature,generated_heat,CO2_percent_in_off_gas,PAA_flow,PAA_concentration,oil_flow,NH3_concentration,oxygen_uptake_rate,oxygen_in_percent_in_off_gas,offline_penicillin_concentration,offline_biomass_concentration,carbon_evolution_rate,ammonia_shots,viscosity,Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),experiment_ID,Fault flag
0.2,30,100,8,0.0,93.206,0.0001,292.56,0,0.6,0,0.85633,14.654,1.834e-24,58363,62333.0,6.3299,297.57,277.01,0.085267,5.0,,22,,0.49964,0.19559,,,0.032429,0,,0,1,1,51,51,0,51.0,0.0
0.4,30,100,8,0.0,161.25,0.0001,86.175,0,0.6,0,0.90387,14.642,1.8321e-24,58392,62367.0,6.4039,297.85,352.61,0.096666,5.0,,22,,0.059574,0.20388,,,0.036766,0,,0,1,1,51,51,0,51.0,0.0
0.6,30,100,8,0.0,199.97,0.0001,0.0001,0,0.6,0,0.94933,14.616,2.3258e-17,58429,62409.0,6.4768,297.83,346.87,0.10052,5.0,,22,,-0.03927,0.20571,,,0.038231,0,,0,1,1,51,51,0,51.0,0.0
0.8,30,100,8,0.0,209.77,0.0001,110.94,0,0.6,0,0.99306,14.601,2.3402e-17,58469,62453.0,6.5471,298.2,445.83,0.10286,5.0,,22,,-0.058752,0.20607,,,0.039121,0,,0,1,1,51,51,0,51.0,0.0
1.0,30,100,8,0.0,191.44,120.74,11.094,0,0.6,0,1.0352,14.586,0.001,58504,62493.0,6.6139,298.07,411.91,0.10495,5.0,1375.7,22,1745.8,-0.059614,0.20608,1.834e-24,0.48946,0.039916,0,4.081,0,1,1,51,51,0,51.0,0.0
1.2,30,100,8,0.5147,95.72,81.881,1.1094,0,0.6,0,1.0765,14.552,0.00099921,58521,62514.0,6.6687,297.96,381.03,0.10705,5.0,,22,,-0.048239,0.20587,,,0.040717,0,,0,1,1,51,51,0,51.0,0.0
1.4,30,100,8,1.0307,47.86,45.928,0.11094,0,0.6,0,1.1166,14.536,0.00099859,58528,62525.0,6.698,297.89,362.33,0.10922,5.0,,22,,-0.042198,0.20575,,,0.041542,0,,0,1,1,51,51,0,51.0,0.0
1.6,30,100,8,1.5494,23.93,13.778,60.667,0,0.6,0,1.1546,14.5,0.00099805,58530,62532.0,6.6969,298.07,412.31,0.11148,5.0,,22,,-0.029529,0.20551,,,0.0424,0,,0,1,1,51,51,0,51.0,0.0
1.8,30,100,8,2.0707,11.965,74.106,6.0667,0,0.6,0,1.1907,14.473,0.00099754,58530,62536.0,6.6757,298.0,392.33,0.11383,5.0,,22,,-0.018946,0.20531,,,0.043295,0,,0,1,1,51,51,0,51.0,0.0
2.0,30,100,8,2.5932,5.9825,49.831,0.60667,0,0.6,0,1.2247,14.448,0.00099706,58529,62540.0,6.646,297.94,375.28,0.11629,5.0,,22,,-0.010327,0.20514,,,0.04423,0,,0,1,1,51,51,0,51.0,0.0
2.2,30,100,8,3.1158,2.9913,14.949,63.217,0,0.6,0,1.2559,14.425,0.00099658,58528,62543.0,6.613,298.14,429.44,0.11886,5.0,,22,,-0.0037428,0.20502,,,0.045211,0,,0,1,1,51,51,0,51.0,22239.0
2.4,30,100,8,3.6385,1.4956,82.379,6.3217,0,0.6,0,1.2846,14.394,0.0009961,58526,62545.0,6.5794,298.05,407.31,0.12157,5.0,,22,,0.0062027,0.20483,,,0.04624,0,,0,1,1,51,51,0,51.0,21901.0
2.6,30,100,8,4.1611,0.74782,57.634,0.63217,0,0.6,0,1.3101,14.351,0.00099561,58524,62548.0,6.546,297.99,389.72,0.1244,5.0,,22,,0.021763,0.20453,,,0.047318,0,,0,1,1,51,51,0,51.0,22063.0
2.8,30,100,8,0.0,0.0,37.739,0.063217,0,0.6,0,1.3331,14.31,0.00099515,58522,62550.0,6.5196,297.95,379.06,0.12738,5.0,,22,,0.03723,0.20423,,,0.04845,0,,0,1,1,51,51,0,51.0,21226.0
3.0,30,100,8,0.0,0.0,11.322,43.426,0,0.6,0,1.3532,14.269,0.00099468,58519,62552.0,6.4945,298.1,419.51,0.13048,5.0,,22,,0.053074,0.20393,,,0.049632,0,,0,1,1,51,51,0,51.0,22054.0
3.2,30,100,15,0.0,2.7264,61.542,4.3426,0,0.6,0,1.382,14.233,0.00099418,58518,62555.0,6.4738,298.05,406.78,0.13373,5.0,,22,,0.066343,0.20368,,,0.050868,0,,0,1,1,51,51,0,51.0,21883.0
3.4,30,100,15,0.0,13.699,47.836,0.43426,0,0.6,0,1.408,14.197,0.00099364,58519,62562.0,6.4672,298.02,396.8,0.13712,5.0,,22,,0.07836,0.20345,,,0.052158,0,,0,1,1,51,51,0,51.0,22212.0
3.6,30,100,15,0.0,27.28,37.362,0.043426,0,0.6,0,1.4315,14.154,0.00099305,58524,62571.0,6.4777,297.99,391.21,0.14065,5.0,,22,,0.094087,0.20315,,,0.053501,0,,0,1,1,51,51,0,51.0,21540.0
3.8,30,100,15,0.0,36.664,31.044,0.0043426,0,0.6,0,1.4533,14.116,0.00099244,58530,62581.0,6.4985,297.99,389.06,0.14432,5.0,,22,,0.10787,0.20288,,,0.054895,0,,0,1,1,51,51,0,51.0,22536.0
4.0,30,100,15,0.0,37.744,28.231,0.00043426,0,0.6,0,1.4724,14.073,0.00099182,58536,62592.0,6.5194,297.98,388.14,0.14811,5.0,,22,,0.12332,0.20258,,,0.056338,0,,0,1,1,51,51,0,51.0,21531.0
4.2,30,100,15,0.0,30.508,26.597,0.0001,0,0.6,0,1.5168,14.032,0.00099123,58541,62603.0,6.5313,297.98,388.16,0.15203,5.0,,30,,0.1313,0.20243,,,0.057832,0,,0,1,1,51,51,0,51.0,21526.0
4.4,30,100,15,0.0,18.549,26.016,0.0001,0,0.6,0,1.5583,13.981,0.00099068,58543,62612.0,6.5257,297.99,389.24,0.1561,5.0,,30,,0.14718,0.20212,,,0.059379,0,,0,1,1,51,51,0,51.0,21688.0
4.6,30,100,15,0.0,8.8489,26.764,0.0001,0,0.6,0,1.5973,13.944,0.00099016,58543,62619.0,6.5071,297.99,391.15,0.1603,5.0,,30,,0.15863,0.2019,,,0.060979,0,,0,1,1,51,51,0,51.0,21684.0
4.8,30,100,15,0.0,6.5634,28.694,0.0001,0,0.6,0,1.6318,13.883,0.00098965,58543,62625.0,6.4862,298.01,394.16,0.16467,5.0,,30,,0.17728,0.20154,,,0.062642,0,,0,1,1,51,51,0,51.0,21345.0
5.0,30,100,15,0.0,12.596,32.267,0.0001,0,0.6,0,1.6623,13.832,0.00098912,58545,62632.0,6.4738,298.02,396.83,0.16924,5.0,,30,,0.19361,0.20122,,,0.064379,0,,0,1,1,51,51,0,51.0,20841.0
5.2,30,100,15,0.0,23.555,35.808,0.0001,0,0.6,0,1.6884,13.779,0.00098856,58547,62641.0,6.476,298.02,399.46,0.17399,0.0,,30,,0.21076,0.20089,,,0.066186,0,,0,1,1,51,51,0,51.0,21669.0
5.4,30,100,15,0.0,33.63,39.676,0.0001,0,0.6,0,1.7108,13.721,0.00098798,58551,62652.0,6.4889,298.03,401.56,0.17891,0.0,,30,,0.23009,0.20052,,,0.06806,0,,0,1,1,51,51,0,51.0,22164.0
5.6,30,100,15,0.0,38.557,43.223,0.0001,0,0.6,0,1.7293,13.653,0.00098737,58557,62663.0,6.5081,298.04,404.19,0.18401,0.0,,30,,0.25413,0.20005,,,0.070003,0,,0,1,1,51,51,0,51.0,21326.0
5.8,30,100,15,0.0,35.799,47.756,0.0001,0,0.6,0,1.744,13.574,0.00098678,58562,62674.0,6.5227,298.05,405.73,0.1893,0.0,,30,,0.28282,0.1995,,,0.072014,0,,0,1,1,51,51,0,51.0,21655.0
6.0,30,100,15,0.0,27.246,51.256,0.0001,0,0.6,0,1.7545,13.508,0.00098622,58565,62684.0,6.5237,298.05,406.1,0.19478,0.0,,30,,0.30588,0.19905,,,0.074099,0,,0,1,1,51,51,0,51.0,21150.0
6.2,30,100,15,0.0,18.311,53.499,0.0001,0,0.6,0,1.761,13.435,0.00098569,58566,62691.0,6.5124,298.05,407.31,0.20046,0.0,,30,,0.32971,0.19859,,,0.076262,0,,0,1,1,51,51,0,51.0,21145.0
6.4,30,100,15,0.0,13.922,56.898,0.0001,0,0.6,0,1.7619,13.358,0.00098517,58566,62698.0,6.4946,298.06,408.95,0.20637,0.0,,30,,0.35415,0.19812,,,0.078512,0,,0,1,1,51,51,0,51.0,21140.0
6.6,30,100,15,0.0,16.611,60.984,0.0001,0,0.6,0,1.7577,13.289,0.00098464,58567,62705.0,6.4804,298.06,409.5,0.21253,0.0,,30,,0.37426,0.19773,,,0.080856,0,,0,1,1,51,51,0,51.0,21468.0
6.8,30,100,15,0.0,24.965,63.9,0.0001,0,0.6,0,1.748,13.211,0.00098408,58570,62714.0,6.4774,298.07,410.91,0.21893,0.0,,30,,0.39806,0.19726,,,0.083294,0,,0,1,1,51,51,0,51.0,21297.0
7.0,30,100,15,0.0,34.494,68.028,0.0001,0,0.6,0,1.7338,13.139,0.0009835,58575,62724.0,6.4844,298.07,412.61,0.22557,0.0,,30,,0.42106,0.19681,,,0.08582,0,,0,1,1,51,51,0,51.0,20959.0
7.2,30,100,15,0.0,41.205,72.695,0.0001,0,0.6,0,1.7156,13.076,0.00098289,58580,62737.0,6.4963,298.07,411.53,0.23242,0.0,,30,,0.43928,0.19645,,,0.08843,0,,0,1,1,51,51,0,51.0,21454.0
7.4,30,100,15,0.0,43.18,74.025,0.0001,0,0.6,0,1.6926,13.001,0.00098227,58587,62749.0,6.5083,298.07,411.07,0.2395,0.0,,30,,0.46083,0.19603,,,0.091122,0,,0,1,1,51,51,0,51.0,21948.0
7.6,30,100,15,0.0,40.391,76.082,0.0001,0,0.6,0,1.6631,12.917,0.00098167,58592,62761.0,6.5142,298.07,411.17,0.24681,0.0,,30,,0.48363,0.19558,,,0.093908,0,,0,1,1,51,51,0,51.0,20777.0
